lat,lon,time range,flag,vessel ids,apparent fishing hours
-16.5,-77.1,2023-03,PER,1,0.14
-14.8,-77,2023-01,PER,1,3.43
-14.4,-77.4,2023-03,NA,1,0.21
-17.2,-71.9,2023-02,PER,3,4.94
-7.6,-79.8,2023-02,HND,1,4.21
-16.5,-73.9,2023-03,PER,1,2.51
-6.9,-81.2,2023-03,PER,1,0.96
-13.2,-78.2,2023-02,PER,2,2.53
-15.4,-76.4,2023-03,PER,2,0.72
-12.6,-76.9,2023-01,NA,7,22.96
-16.4,-77.2,2023-03,PER,1,10.29
-17.6,-71.4,2023-02,PER,4,50.51
-11.9,-77.5,2023-03,PER,1,1.8
-13.5,-76.5,2023-01,PER,12,20.61
-13.3,-76.5,2023-01,NA,3,14.37
-8.7,-78.9,2023-01,PER,4,10.37
-7.9,-79.9,2023-02,PER,31,125.71
-10.2,-78.4,2023-01,PER,4,2.56
-11.4,-77.6,2023-01,SSD,1,0.65
-17.5,-77.9,2023-03,PER,1,1.92
-15.5,-76.7,2023-03,NA,1,2.56
-8.3,-79.4,2023-01,HND,1,0.93
-13.6,-76.3,2023-01,PER,4,7.08
-15.3,-76.7,2023-03,PER,9,17.94
-10.9,-77.9,2023-02,PER,3,5.05
-7.6,-79.8,2023-02,AIA,1,3.59
-6.9,-80.4,2023-01,PER,28,52.57
-13.9,-77.7,2023-01,PER,2,3.89
-12.4,-76.9,2023-01,SSD,1,3.21
-6.8,-80.3,2023-01,GBR,1,0.67
-12.4,-77.1,2023-03,NA,1,0.92
-14.9,-77.6,2023-03,NA,1,1.73
-7,-80.1,2023-01,GBR,1,4.72
-12.9,-76.7,2023-01,NA,2,10.59
-8.7,-79.3,2023-01,PER,3,1.7
-7.4,-80,2023-01,PER,40,79.05
-13.8,-76.8,2023-01,PER,2,2.79
-13.4,-76.4,2023-02,PER,1,0.43
-6,-81.4,2023-01,PER,15,19.43
-6.8,-80.9,2023-01,PER,6,6.32
-12,-77.2,2023-03,PER,33,675.37
-11.9,-77.4,2023-01,SSD,1,4.38
-13.9,-77.3,2023-03,PER,2,5.7
-11.3,-77.9,2023-03,PER,1,14.45
-12.6,-76.9,2023-03,PER,2,4.32
-14.6,-77.5,2023-03,NA,1,1.31
-9.7,-80.4,2023-01,PER,1,0.98
-7.7,-79.5,2023-02,PER,6,2.53
-14.6,-77.3,2023-02,PER,2,6.26
-7.9,-79.6,2023-01,NA,2,5.52
-8.2,-79,2023-03,PER,1,2.15
-7.5,-79.7,2023-02,GBR,1,2.15
-14.8,-77.4,2023-02,GBR,1,0.39
-13,-77.1,2023-02,PER,1,1.48
-15.5,-77.6,2023-02,PER,12,45.24
-9.7,-79.9,2023-03,PER,1,0.48
-11.9,-77.7,2023-02,PER,3,4.97
-7.9,-79.5,2023-01,GBR,1,3.44
-14.8,-77,2023-03,NA,1,2.18
-14.3,-76.9,2023-03,PER,1,1.18
-16.3,-77.8,2023-03,PER,3,8.6
-9.7,-79.6,2023-02,PER,1,0.32
-12,-77.6,2023-01,SSD,1,2.09
-17.6,-76.6,2023-03,ECU,1,2.3
-12.5,-77.5,2023-03,PER,1,3.33
-9.4,-82.3,2023-02,PER,1,9.6
-14.5,-76.9,2023-03,NA,1,2.23
-14.8,-77.8,2023-02,PER,9,33.57
-9.2,-78.8,2023-02,PER,6,9.47
-16.9,-78.2,2023-03,PER,2,12
-7.7,-79.7,2023-01,NA,2,4.82
-12.9,-77.9,2023-01,PER,1,4.11
-11.4,-77.8,2023-01,PER,4,4.81
-13,-76.8,2023-03,PER,1,4.03
-3.8,-82.6,2023-03,ECU,1,1.86
-6.4,-81.4,2023-03,PER,1,0.17
-6,-83,2023-01,PAN,1,0.66
-6.4,-81.1,2023-02,PER,1,0.24
-15.6,-79.1,2023-03,ECU,1,0.77
-12.9,-76.7,2023-03,PER,2,4.79
-4,-81.1,2023-02,PER,1,0.81
-11.2,-78.2,2023-01,PER,2,1.62
-13.5,-77.9,2023-02,PER,1,1.01
-7.4,-79.7,2023-02,PER,14,49.14
-15,-77.4,2023-02,PER,2,5.72
-7.2,-80.4,2023-01,PER,4,2.73
-17.9,-71.3,2023-02,PER,3,4.83
-12,-77.2,2023-01,NA,3,11.49
-12.7,-79.3,2023-03,PER,1,5.39
-7.8,-81.5,2023-03,PER,1,0.2
-14.4,-76.8,2023-01,PER,4,2.89
-14.5,-77.5,2023-02,PER,8,21.53
-14.8,-76.1,2023-03,PER,1,0.25
-9.2,-79.1,2023-03,PER,1,1.22
-6.3,-81.9,2023-03,PER,1,2.2
-18,-71,2023-01,PER,2,7.14
-12.8,-77,2023-02,NA,1,0.72
-12.3,-76.9,2023-02,PER,1,45.19
-14.1,-77.2,2023-01,PER,2,5.49
-8.7,-82.7,2023-03,ECU,1,0.66
-12.4,-77.1,2023-01,PER,43,128.42
-4.6,-81.5,2023-03,ECU,1,2.97
